Job_Listing,Working_Title,Job Control,Salary_Range,Work_Type/Schedule,Department,Location,Publish_Date,Filing_Deadline,URLs
INFORMATION TECHNOLOGY SPECIALIST I,Desktop Operations Specialist,370510,$5960.00 - $9643.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370510
PEST CONTROL TECHNICIAN,Pest Control Technician- Plant Operations- Metropolitan State Hospital,370556,$4031.00 - $4628.00,Permanent Fulltime,Department of State Hospitals,Los Angeles County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370556
PROTESTANT CHAPLAIN,Protestant Chaplain,370534,$5282.00 - $6934.00,Permanent Fulltime,"Ca State Prison, Corcoran",Kings County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370534
"SENIOR VOCATIONAL REHABILITATION COUNSELOR, QUALIFIED REHABILITIATION PROFESSIONAL",SVRC-QRP,367166,$4636.00 - $6665.00,Limited Term Fulltime,Department of Rehabilitation,Santa Barbara County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367166
VETERINARIAN SPECIALIST (GENERAL),Veterinarian Specialist (General),367945,$8817.00 - $10994.00,Permanent Fulltime,Department of Food & Agriculture,Sacramento County,5/4/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367945
ASSOCIATE ACCOUNTING ANALYST,Payroll Administrator,370189,$5793.00 - $7256.00,Permanent Fulltime,22nd DAA/Del Mar Fairgrounds,San Diego County,5/3/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370189
ASSOCIATE PERSONNEL ANALYST,CLASSIFICATION & RECRUITMENT ANALYST,370026,$5684.00 - $7116.00,Permanent Fulltime,Office of Legislative Counsel,Sacramento County,5/3/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370026
"NURSE PRACTITIONER, CORRECTIONAL FACILITY",PSYCHIATRIC NURSE PRACTITIONER,370257,$11368.00 - $12851.00,Limited Term Fulltime,California Correctional Health Care Services,Kings County,5/3/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370257
ACCOUNTANT I (SPECIALIST),ACCOUNTANT I (SPECIALIST),358288,$3600.00 - $4506.00,Permanent Fulltime,Department of Veterans Affairs,Napa County,5/2/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=358288
COOK SPECIALIST II,Cook Specialist 2,370064,$3695.00 - $4537.00,Permanent Fulltime,CA Conservation Corps,San Luis Obispo County,5/2/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370064
INFORMATION TECHNOLOGY SPECIALIST I,Business Analyst,370126,$5960.00 - $9643.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,5/2/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370126
RADIOLOGIC TECHNOLOGIST,Radiologic Technologist,370018,$5684.00 - $6622.00,Limited Term Fulltime,Department of Developmental Services - Porterville Developmental Center,Tulare County,5/2/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=370018
CLINICAL SOCIAL WORKER (HEALTH FACILITY),Licensed Clinical Social Worker,365922,$5504.00 - $8987.00,Permanent Fulltime,Department of Veterans Affairs,Shasta County,5/1/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=365922
REGISTERED NURSE                                       (MAND),Registered Nurse,369763,$50.21 - $59.85,Permanent Intermittent,Department of Veterans Affairs,Shasta County,5/1/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=369763
"NURSING CONSULTANT, PROGRAM REVIEW","Nursing Consultant, Program Review",369744,$11655.00 - $14592.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,4/30/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=369744
INFORMATION TECHNOLOGY SPECIALIST II,Information Technology Specialist II,369452,$7893.00 - $10576.00,Permanent Fulltime,State Treasurer's Office,Sacramento County,4/28/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=369452
"PHYSICIAN AND SURGEON, CORRECTIONAL FACILITY (INTERNAL MED/FAMILY PRACTICE)","PHYSICIAN AND SURGEON, CORRECTIONAL FACILITY (IM/FP)",369498,$11998.00 - $26463.00,Limited Term Fulltime,California Correctional Health Care Services,Kern County,4/28/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=369498
AGRICULTURAL TECHNICIAN II (SEASONAL),Agricultural Technician II (Seasonal),368630,$16.74 - $19.97,Non-Tenured Intermittent,Department of Food & Agriculture,Sacramento County,4/27/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368630
"EVENT COORDINATOR, DISTRICT AGRICULTURAL ASSOCIATION",Event Coordinator,369433,$4588.00 - $5744.00,Permanent Fulltime,22nd DAA/Del Mar Fairgrounds,San Diego County,4/27/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=369433
FORESTER I (NONSUPERVISORY),Forest Practice Inspector - Modoc Area,365316,$6111.00 - $7931.00,Permanent Fulltime,Department of Forestry & Fire Protection,Lassen County,4/27/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=365316
ACCOUNTING OFFICER (SPECIALIST),Accounting Officer - Specialist (Financial Services Dept.),369153,$4819.00 - $6032.00,Permanent Fulltime,Department of State Hospitals,Napa County,4/26/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=369153
PEST PREVENTION ASSISTANT II (VARIOUS PROJECTS),Pest Prevention Assistant II (Various Projects),368202,$3235.00 - $3743.00,Permanent Fulltime,Department of Food & Agriculture,Orange County,4/26/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368202
"SENIOR VOCATIONAL REHABILITATION COUNSELOR, QUALIFIED REHABILITIATION PROFESSIONAL","Senior Vocational Rehabilitation Counselor, Qualifed Rehabilitation Professional",350816,$4636.00 - $6665.00,Permanent Fulltime,Department of Rehabilitation,Los Angeles County,4/26/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=350816
"ACTIVITY COORDINATOR, VETERANS HOME AND MEDICAL CENTER",Activity Coordinator,368671,$2786.00 - $3489.00,Permanent Fulltime,Department of Veterans Affairs,Los Angeles County,4/25/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368671
AGRICULTURAL TECHNICIAN II (SEASONAL),Agricultural Technician II (Seasonal),368624,$16.74 - $19.97,Non-Tenured Intermittent,Department of Food & Agriculture,Orange County,4/25/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368624
PLUMBER I,Plumber,336536,$5107.00 - $5884.00,Permanent Fulltime,Orange County Fair,Orange County,4/25/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=336536
PSYCHOLOGIST (HEALTH FACILITY - CLINICAL - SAFETY),PSYCHOLOGIST (HEALTH FACILITY - CLINICAL - SAFETY),368727,$8420.00 - $11095.00,Permanent Fulltime,Department of State Hospitals,Fresno County,4/25/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368727
"SENIOR VOCATIONAL REHABILITATION COUNSELOR, QUALIFIED REHABILITIATION PROFESSIONAL","Senior Vocational Rehabilitation Counselor, Qualifed Rehabilitation Professional- Student Services Rehabilitation Counselor",368678,$4636.00 - $6665.00,Permanent Fulltime,Department of Rehabilitation,Los Angeles County,4/25/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368678
"AUDIOLOGIST I, DEPARTMENTS OF MENTAL HEALTH AND DEVELOPMENTAL SERVICES",Audiologist I,368236,$5069.00 - $6983.00,Permanent Fulltime,Department of State Hospitals,San Bernardino County,4/21/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368236
HOSPITAL POLICE SERGEANT,Hospital Police Sergeant,367755,$5175.00 - $6712.00,Permanent Fulltime,Department of State Hospitals,San Bernardino County,4/21/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367755
INFORMATION TECHNOLOGY MANAGER I,Senior Project Manager,368297,$8591.00 - $11512.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,4/21/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368297
PHYSICAL THERAPY ASSISTANT,PHYSICAL THERAPY ASSISTANT,368251,$3189.00 - $3993.00,Permanent Fulltime,Department of State Hospitals,San Bernardino County,4/21/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368251
"PSYCHOLOGIST (HEALTH FACILITY - CLINICAL), DEPARTMENTS OF MENTAL HEALTH AND DEVELOPMENTAL SERVICES",Psychologist,368275,$5981.00 - $11095.00,Permanent Fulltime,Department of Developmental Services - Headquarters,Tulare County,4/21/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368275
RADIOLOGIC TECHNOLOGIST (SAFETY),Radiologic Technologist (Safety),368200,$5684.00 - $6622.00,Permanent Fulltime,Department of State Hospitals,San Bernardino County,4/21/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368200
STAFF PSYCHIATRIST (SAFETY),STAFF PSYCHIATRIST,368135,$22115.00 - $27271.00,Permanent Fulltime,Department of State Hospitals - Patton,San Bernardino County,4/21/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368135
CERTIFIED NURSING ASSISTANT,CNA - SNF,334923,$2786.00 - $3745.00,Permanent Fulltime,Department of Veterans Affairs,Shasta County,4/20/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=334923
CERTIFIED NURSING ASSISTANT,CNA - SNF,328018,$2786.00 - $3745.00,Permanent Fulltime,Department of Veterans Affairs,Shasta County,4/20/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=328018
INFORMATION TECHNOLOGY SPECIALIST I,EHRS/EDRS Technical Specialist,368059,$5960.00 - $9643.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,4/20/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368059
RESEARCH SCIENTIST III (EPIDEMIOLOGY/BIOSTATISTICS),Research Scientist III (Epidemiology/Biostatistics),368071,$7811.00 - $9777.00,Permanent Fulltime,Environmental Health Hazard Assessment Office,Sacramento County,4/20/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368071
RESEARCH SCIENTIST III (EPIDEMIOLOGY/BIOSTATISTICS),Research Scientist III (Epidemiology/Biostatistics),368073,$7811.00 - $9777.00,Permanent Fulltime,Environmental Health Hazard Assessment Office,Alameda County,4/20/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=368073
AGRICULTURAL TECHNICIAN I (SEASONAL),Agricultural Technician I,367051,$16.11 - $19.24,Non-Tenured Intermittent,Department of Food & Agriculture,Sacramento County,4/19/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367051
INFORMATION TECHNOLOGY SPECIALIST II,Business Applications Technical Lead,367648,$7893.00 - $10576.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,4/18/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367648
PSYCHIATRIC TECHNICIAN,Psychiatric Technician,367667,$3845.00 - $6702.00,Permanent Fulltime,Department of Developmental Services - Headquarters,Orange County,4/18/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367667
"CHIEF EXECUTIVE OFFICER, HEALTH CARE (SAFETY)","Chief Executive Officer, Health Care (Safety) - Pleasant Valley State Prison",367480,$14662.00 - $16861.00,Limited Term Fulltime,California Correctional Health Care Services,Fresno County,4/17/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367480
ENVIRONMENTAL SCIENTIST,Project Biologist,367335,$4145.00 - $7926.00,Permanent Fulltime,Department of Transportation,San Luis Obispo County,4/17/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367335
OFFICE TECHNICIAN (TYPING),Office Technician,366902,$3369.00 - $4217.00,Permanent Fulltime,CA Debt Advisory Commission,Sacramento County,4/17/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366902
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",Telemedicine Transgender Physician Assistant,367305,$11262.00 - $12979.00,Permanent Fulltime,California Correctional Health Care Services,San Bernardino County,4/17/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367305
"SENIOR VOCATIONAL REHABILITATION COUNSELOR, QUALIFIED REHABILITIATION PROFESSIONAL","Senior Vocational Rehabilitation Counselor, Qualifed Rehabilitation Professional",365153,$4636.00 - $6665.00,Permanent Fulltime,Department of Rehabilitation,Los Angeles County,4/17/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=365153
INFORMATION TECHNOLOGY ASSOCIATE,Information Technology Associate,366930,$4516.00 - $7998.00,Permanent Fulltime,Department of FISCal,Sacramento County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366930
INFORMATION TECHNOLOGY SPECIALIST I,Data Engineer,367225,$5960.00 - $9643.00,Permanent Fulltime,Department of Toxic Substances Control,Sacramento County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367225
"NURSE PRACTITIONER, CORRECTIONAL FACILITY",NURSE PRACTITIONER,367001,$11368.00 - $12851.00,Permanent Fulltime,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367001
"NURSE PRACTITIONER, CORRECTIONAL FACILITY",NURSE PRACTITIONER,367024,$11368.00 - $12851.00,Permanent Fulltime,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367024
"NURSE PRACTITIONER, CORRECTIONAL FACILITY",NURSE PRACTITIONER,367026,$11368.00 - $12851.00,Permanent Part-time,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367026
"NURSE PRACTITIONER, CORRECTIONAL FACILITY",Nurse Practitioner,366979,$11368.00 - $12851.00,Permanent Part-time,California Correctional Health Care Services,Imperial County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366979
"NURSE PRACTITIONER, CORRECTIONAL FACILITY",NURSE PRACTITIONER,366990,$11368.00 - $12851.00,Permanent Fulltime,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366990
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",PHYSICIAN ASSISTANT,366993,$11262.00 - $12979.00,Permanent Fulltime,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366993
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",Physician Assistant,366985,$11262.00 - $12979.00,Permanent Part-time,California Correctional Health Care Services,Imperial County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366985
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",PHYSICIAN ASSISTANT,367030,$11262.00 - $12979.00,Permanent Fulltime,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367030
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",PHYSICIAN ASSISTANT,367034,$11262.00 - $12979.00,Permanent Part-time,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367034
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",PHYSICIAN ASSISTANT,366976,$11262.00 - $12979.00,Permanent Fulltime,California Correctional Health Care Services,Imperial County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366976
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",PHYSICIAN ASSISTANT,367005,$11262.00 - $12979.00,Permanent Fulltime,California Correctional Health Care Services,Solano County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367005
"PHYSICIAN ASSISTANT, CORRECTIONAL FACILITY",PHYSICIAN ASSISTANT,367007,$11262.00 - $12979.00,Permanent Fulltime,California Correctional Health Care Services,Kern County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367007
STUDENT ASSISTANT,Music Therapy Intern,367124,$2786.00 - $3755.00,Non-Tenured Intermittent,Department of State Hospitals,San Bernardino County,4/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=367124
LAUNDRY WORKER,Laundry Worker,363534,$2881.00 - $3607.00,Permanent Fulltime,Department of Veterans Affairs,Los Angeles County,4/13/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=363534
OFFICE TECHNICIAN (TYPING),OFFICE TECHNICIAN (TYPING) - DSH NAPA-Program 5,365132,$3369.00 - $4217.00,Permanent Fulltime,Department of State Hospitals,Napa County,4/13/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=365132
SUPERVISING COOK I,Supervising Cook I/Nutrition Services,366672,$4118.00 - $5065.00,Permanent Fulltime,Department of Education-School for the Deaf-Fremont,Alameda County,4/13/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366672
INFORMATION TECHNOLOGY ASSOCIATE,Solution Center Agent,366548,$4516.00 - $7998.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,4/12/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366548
